compound	Species	V1	Var	Mean	VarShare	metID
C00122	Flavonifractor_plautii_ATCC_29863	0.0000265795099736223	0.940239778449005	-0.00936919456315219	0.0000282688635206087	Fumarate
C00122	Parabacteroides_distasonis_ATCC_8503	0.000173700541312935	0.940239778449005	-0.00936919456315219	0.000184740685614756	Fumarate
C00122	Parabacteroides_merdae_ATCC_43184	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Paraprevotella_clara_YIT_11840	-0.00000000000000000000917061559440253	0.940239778449005	-0.00936919456315219	-0.00000000000000000000975348608365638	Fumarate
C00122	Pseudoflavonifractor_capillosus_strain_ATCC_29799	0.00000000000000000000426202340346392	0.940239778449005	-0.00936919456315219	0.00000000000000000000453291117984228	Fumarate
C00122	Ruminococcus_sp_5_1_39BFAA	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Ruminococcus_torques_ATCC_27756	0.000000000000000000000948290186388105	0.940239778449005	-0.00936919456315219	0.00000000000000000000100856207972011	Fumarate
C00122	Residual	0.940199988929002	0.940239778449005	-0.00936919456315219	0.999957681518145	Fumarate
C00058	Akkermansia_muciniphila_ATCC_BAA_835	-0.00978667012549864	0.178709611688609	-1.90114909299791	-0.0547629757181239	Formate
C00058	Alistipes_finegoldii_DSM_17242	-0.00148415688942733	0.178709611688609	-1.90114909299791	-0.00830485207484747	Formate
C00058	Alistipes_onderdonkii_DSM_19147	0.000163614437617069	0.178709611688609	-1.90114909299791	0.000915532388387465	Formate
C00058	Alistipes_putredinis_DSM_17216	0	0.178709611688609	-1.90114909299791	0	Formate
C00058	Bacteroides_caccae_ATCC_43185	0.0079064044904867	0.178709611688609	-1.90114909299791	0.0442416298473255	Formate
C00058	Bacteroides_cellulosilyticus_DSM_14838	0.0177179179843674	0.178709611688609	-1.90114909299791	0.0991436208548193	Formate
C00058	Bacteroides_dorei_DSM_17855	0.0173312421671495	0.178709611688609	-1.90114909299791	0.0969799106124642	Formate
C00058	Bacteroides_finegoldii_DSM_17565	0.000559156359627242	0.178709611688609	-1.90114909299791	0.0031288544267084	Formate
C00058	Bacteroides_fragilis_YCH46	0.00168120391027014	0.178709611688609	-1.90114909299791	0.00940746216381209	Formate
C00058	Bacteroides_ovatus_ATCC_8483	0.0418232847683715	0.178709611688609	-1.90114909299791	0.23402929687546	Formate
C00058	Bacteroides_thetaiotaomicron_VPI_5482	0.00428429663258357	0.178709611688609	-1.90114909299791	0.0239735098302866	Formate
C00058	Bacteroides_uniformis_ATCC_8492	0.0121196813032004	0.178709611688609	-1.90114909299791	0.0678177362072625	Formate
C00058	Bacteroides_vulgatus_ATCC_8482	0.0055232003019364	0.178709611688609	-1.90114909299791	0.0309060058367776	Formate
C00058	Burkholderiales_bacterium_1_1_47	0.0105666736122962	0.178709611688609	-1.90114909299791	0.0591276177730608	Formate
C00058	Clostridiales_sp_1_7_47FAA	0.00168095980153211	0.178709611688609	-1.90114909299791	0.00940609621188753	Formate
C00058	Clostridium_bolteae_ATCC_BAA_613	-0.00457947167051669	0.178709611688609	-1.90114909299791	-0.025625211913594	Formate
C00058	Clostridium_hathewayi_12489931	-0.0709537198290226	0.178709611688609	-1.90114909299791	-0.397033596338709	Formate
C00058	Clostridium_scindens_ATCC_35704	-0.00342128738753107	0.178709611688609	-1.90114909299791	-0.0191443949500179	Formate
C00058	Clostridium_spiroforme_DSM_1552	-0.00771247094758739	0.178709611688609	-1.90114909299791	-0.0431564417532613	Formate
C00058	Clostridium_symbiosum_WAL_14163	-0.00339977186651637	0.178709611688609	-1.90114909299791	-0.0190240011960872	Formate
C00058	Coprobacillus_sp_D7	-0.00340212981101644	0.178709611688609	-1.90114909299791	-0.0190371954752185	Formate
C00058	Erysipelotrichaceae_bacterium_5_2_54FAA	-0.00301879734653461	0.178709611688609	-1.90114909299791	-0.0168921935312282	Formate
C00058	Escherichia_coli_str_K_12_substr_MG1655	-0.000737136170910929	0.178709611688609	-1.90114909299791	-0.00412477070452901	Formate
C00058	Eubacterium_eligens_ATCC_27750	-0.000321274588450236	0.178709611688609	-1.90114909299791	-0.00179774655327459	Formate
C00058	Flavonifractor_plautii_ATCC_29863	-0.000632510477715718	0.178709611688609	-1.90114909299791	-0.00353931985940315	Formate
C00058	Parabacteroides_distasonis_ATCC_8503	0.0128319574219362	0.178709611688609	-1.90114909299791	0.0718033982654224	Formate
C00058	Parabacteroides_merdae_ATCC_43184	-0.0000777732229240255	0.178709611688609	-1.90114909299791	-0.000435193284732446	Formate
C00058	Paraprevotella_clara_YIT_11840	-0.00226183842482493	0.178709611688609	-1.90114909299791	-0.012656501256161	Formate
C00058	Pseudoflavonifractor_capillosus_strain_ATCC_29799	-0.0195319213432319	0.178709611688609	-1.90114909299791	-0.109294184899608	Formate
C00058	Ruminococcus_sp_5_1_39BFAA	-0.00000734787873216533	0.178709611688609	-1.90114909299791	-0.000041116304057381	Formate
C00058	Ruminococcus_torques_ATCC_27756	-0.0024041519086091	0.178709611688609	-1.90114909299791	-0.0134528405377445	Formate
C00058	Residual	0.178252448386285	0.178709611688609	-1.90114909299791	0.997441865056924	Formate
C00031	Akkermansia_muciniphila_ATCC_BAA_835	0.00198679459182924	0.397217534120044	0.237015936561507	0.00500177968283949	D-Glucose
C00031	Alistipes_finegoldii_DSM_17242	-0.000214512274132164	0.397217534120044	0.237015936561507	-0.000540037273549298	D-Glucose
C00031	Alistipes_onderdonkii_DSM_19147	0.000658034191772295	0.397217534120044	0.237015936561507	0.00165660912535001	D-Glucose
C00031	Alistipes_putredinis_DSM_17216	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Bacteroides_caccae_ATCC_43185	-0.00585902322266064	0.397217534120044	0.237015936561507	-0.0147501626171668	D-Glucose
C00031	Bacteroides_cellulosilyticus_DSM_14838	0.00779589760373469	0.397217534120044	0.237015936561507	0.0196262675589207	D-Glucose
C00031	Bacteroides_dorei_DSM_17855	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Bacteroides_finegoldii_DSM_17565	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Bacteroides_fragilis_YCH46	0.00190327827250717	0.397217534120044	0.237015936561507	0.00479152632756633	D-Glucose
C00031	Bacteroides_ovatus_ATCC_8483	0.0231837871227007	0.397217534120044	0.237015936561507	0.0583654676122487	D-Glucose
C00031	Bacteroides_thetaiotaomicron_VPI_5482	-0.00594534548213225	0.397217534120044	0.237015936561507	-0.0149674799610822	D-Glucose
C00031	Bacteroides_uniformis_ATCC_8492	0.0120616806671641	0.397217534120044	0.237015936561507	0.0303654285903677	D-Glucose
C00031	Bacteroides_vulgatus_ATCC_8482	-0.00313092714145204	0.397217534120044	0.237015936561507	-0.00788214736891708	D-Glucose
C00031	Burkholderiales_bacterium_1_1_47	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Clostridiales_sp_1_7_47FAA	0.00057544200037099	0.397217534120044	0.237015936561507	0.00144868227341919	D-Glucose
C00031	Clostridium_bolteae_ATCC_BAA_613	0.000347551882543517	0.397217534120044	0.237015936561507	0.000874966114759885	D-Glucose
C00031	Clostridium_hathewayi_12489931	0.00000000000000000149544406632744	0.397217534120044	0.237015936561507	0.00000000000000000376479872581733	D-Glucose
C00031	Clostridium_scindens_ATCC_35704	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Clostridium_spiroforme_DSM_1552	0.00157148044271939	0.397217534120044	0.237015936561507	0.00395622123328641	D-Glucose
C00031	Clostridium_symbiosum_WAL_14163	0.00000441775967689191	0.397217534120044	0.237015936561507	0.0000111217640144677	D-Glucose
C00031	Coprobacillus_sp_D7	0.000595221771438598	0.397217534120044	0.237015936561507	0.00149847808898263	D-Glucose
C00031	Erysipelotrichaceae_bacterium_5_2_54FAA	0.000357076000836232	0.397217534120044	0.237015936561507	0.00089894319903894	D-Glucose
C00031	Escherichia_coli_str_K_12_substr_MG1655	0.00229113661174744	0.397217534120044	0.237015936561507	0.00576796443999632	D-Glucose
C00031	Eubacterium_eligens_ATCC_27750	0.000146623915585511	0.397217534120044	0.237015936561507	0.000369127500653582	D-Glucose
C00031	Flavonifractor_plautii_ATCC_29863	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Parabacteroides_distasonis_ATCC_8503	-0.00750255636773905	0.397217534120044	0.237015936561507	-0.0188877774098252	D-Glucose
C00031	Parabacteroides_merdae_ATCC_43184	-0.00116792839518661	0.397217534120044	0.237015936561507	-0.00294027401830064	D-Glucose
C00031	Paraprevotella_clara_YIT_11840	0	0.397217534120044	0.237015936561507	0	D-Glucose
C00031	Pseudoflavonifractor_capillosus_strain_ATCC_29799	0.00433654970016246	0.397217534120044	0.237015936561507	0.0109173169048774	D-Glucose
C00031	Ruminococcus_sp_5_1_39BFAA	0.000089762359109504	0.397217534120044	0.237015936561507	0.000225977836825241	D-Glucose
C00031	Ruminococcus_torques_ATCC_27756	0.000275983035803539	0.397217534120044	0.237015936561507	0.000694790667826194	D-Glucose
C00031	Residual	0.362857109073645	0.397217534120044	0.237015936561507	0.913497209727868	D-Glucose
