Species	Sample	compound	CMP	NumSynthGenes	NumSynthSpecies	NumSynthSpecGenes	NumDegGenes	NumDegSpecies	NumDegSpecGenes
Anaerococcus_hydrogenalis_DSM_7454	j31tr60	C00245	-0.201207243460765	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr60	C00106	-0.201207243460765	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr60	C00183	-0.201207243460765	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr60	C00385	-0.201207243460765	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr60	C00025	-0.201207243460765	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00062	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00031	-0.181983621474067	0	0	0	2	2	2
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00407	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00123	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00073	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00148	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00134	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00794	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00315	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00245	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00106	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00183	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00385	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j56tr72	C00025	-0.181983621474067	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00062	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00031	-0.28169014084507	0	0	0	2	2	2
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00407	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00123	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00073	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00148	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00134	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00794	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00315	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00245	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00106	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00183	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00385	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j26tr10	C00025	-0.28169014084507	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00062	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00031	-0.192678227360308	0	0	0	2	2	2
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00407	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00123	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00073	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00148	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00134	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00794	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00315	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00245	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00106	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00183	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00385	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_hydrogenalis_DSM_7454	j31tr4	C00025	-0.192678227360308	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00380	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00031	-3.13568985176739	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00262	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00073	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00134	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00794	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00315	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00245	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00106	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00385	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr12	C00025	-3.13568985176739	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00380	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00031	-1.37211855104281	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00262	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00073	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00134	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00794	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00315	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00245	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00106	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00385	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr4	C00025	-1.37211855104281	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00380	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00031	-0.759878419452888	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j26tr26	C00262	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00073	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00134	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00794	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00315	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00245	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00106	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00385	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j26tr26	C00025	-0.759878419452888	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00380	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00031	-2.13675213675214	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j22tr26	C00262	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00073	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00134	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00794	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00315	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00245	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00106	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00385	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j22tr26	C00025	-2.13675213675214	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00380	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00031	-0.310945273631841	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j56tr73	C00262	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00073	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00134	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00794	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00315	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00245	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00106	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00385	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr73	C00025	-0.310945273631841	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00380	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00031	-0.474833808167141	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00262	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00073	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00134	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00794	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00315	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00245	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00106	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00385	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z2tr63	C00025	-0.474833808167141	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00380	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00031	-0.780437044745057	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00262	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00073	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00134	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00794	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00315	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00245	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00106	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00385	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p6z1tr40	C00025	-0.780437044745057	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00380	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00031	-0.255102040816327	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j56tr53	C00262	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00073	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00134	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00794	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00315	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00245	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00106	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00385	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j56tr53	C00025	-0.255102040816327	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00380	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00031	-0.793650793650794	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00262	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00073	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00134	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00794	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00315	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00245	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00106	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00385	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	p7z2tr51	C00025	-0.793650793650794	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00380	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00031	-0.506585612968592	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j31tr31	C00262	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00073	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00134	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00794	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00315	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00245	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00106	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00385	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr31	C00025	-0.506585612968592	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00380	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00031	-0.227686703096539	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j31tr52	C00262	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00073	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00134	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00794	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00315	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00245	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00106	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00385	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr52	C00025	-0.227686703096539	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00380	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00031	-0.238095238095238	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j31tr58	C00262	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00073	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00134	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00794	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00315	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00245	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00106	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00385	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr58	C00025	-0.238095238095238	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00380	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00031	-3.29815303430079	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j31tr53	C00262	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00073	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00134	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00794	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00315	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00245	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00106	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00385	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr53	C00025	-3.29815303430079	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr34	C00380	-0.276548672566372	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr34	C00031	-0.276548672566372	0	0	0	2	2	2
Anaerococcus_prevotii_DSM_20548	j31tr34	C00262	-0.276548672566372	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr34	C00073	-0.276548672566372	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr34	C00134	-0.276548672566372	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr34	C00794	-0.276548672566372	0	0	0	1	1	1
Anaerococcus_prevotii_DSM_20548	j31tr34	C00315	-0.276548672566372	0	0	0	1	1	1
