OTU	p6z1tr12	p6z1tr24	p6z2tr4	j26tr26	j22tr26	j56tr73	p6z2tr63	j31tr33	p6z1tr67	j31tr7	p6z2tr44	j56tr75	j56tr77	j56tr74	j56tr48	j56tr71	j56tr49	p6z2tr68	j31tr57	p6z1tr40	j26tr28	j56tr70	j31tr59	j56tr53	p7z2tr51	j31tr31	j56tr76	j26tr8	j26tr65	j56tr69	j31tr48	j31tr52	j31tr64	j31tr58	j31tr53	j56tr52	j31tr34	j31tr62	j56tr27	j22tr55	j31tr55	j26tr27	j22tr27	j22tr63	j31tr63	j31tr60	j31tr32	j22tr53	j26tr24	j22tr57	j22tr54	j31tr29	j22tr22	j22tr23	j56tr78	j31tr56	j31tr61	j22tr52	j31tr11	p6z1tr23	p6z1tr19	p6z1tr66	j56tr51	j56tr68	j56tr72	j31tr65	j31tr66	j26tr9	j26tr10	j31tr4
Bifidobacterium_breve_UCC2003_NCIMB8807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus_agri_5_2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio_crossotus_DSM_2876	117	478	477	653	363	357	669	298	2	0	1	0	0	0	1	0	0	0	1	626	0	1	2	101	121	172	0	218	4	104	7	1	155	40	1	0	490	321	89	401	803	268	64	297	211	58	557	511	767	732	539	167	635	754	0	764	598	574	682	397	355	432	0	0	1	28	51	255	97	543
Clostridium_citroniae_WAL_17108	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	18	0	3
Clostridium_leptum_DSM_753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_tyrobutyricum_DSM_2637	0	0	7	7	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	5	0	0	4	0	3	1	7	0	0	0	5	6	0	0	9	1	0	0	5	0	0	0	0	1	0	7	10	23
Corynebacterium_aurimucosum_ATCC_700975	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_SE11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_siraeum_DSM_15702	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Finegoldia_magna_ATCC_29328	0	0	53	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_gonidiaformans_ATCC_25563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp_animalis_7_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp_animalis_D11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	155	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	131
Fusobacterium_periodonticum_1_1_41FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella_haemolysans_ATCC_10379	0	0	3	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	5	0	2	0	0	0	18	0	0	1	50	0	7	0	7	0	3	0	5	0	7	5	2	9	2	3	20	0	8	2	0	4	0	1	0	5	1	0	0	0	0	1	0	1	2	0
Lactobacillus_antri_DSM_16041	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_coleohominis_101_4_CHN	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_125_2_CHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum_ATCC_14931	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_ATCC_33323	0	0	0	0	0	0	0	6	0	0	1	0	4	0	0	10	0	152	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Lactobacillus_iners_DSM_13335	19	33	22	31	37	322	11	2	181	1006	82	0	1	0	0	36	7	114	434	1	1	1005	151	299	108	13	883	820	1024	748	306	324	151	776	0	1	79	195	787	632	0	35	22	720	262	747	4	39	2	10	258	886	0	13	1084	12	23	34	17	17	3	33	1085	1086	1067	545	1027	3	8	0
Lactobacillus_jensenii_1153	0	0	0	0	0	0	0	4	1	1	0	0	4	0	0	31	4	1	0	0	0	10	0	8	0	0	33	1	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_NCC_533	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_F275_JCM_1112	106	102	47	0	1	4	32	246	869	17	375	11	0	1	3	15	10	371	11	23	1	25	30	12	54	0	29	4	4	15	2	14	0	13	0	0	0	0	20	3	0	0	0	8	0	6	0	0	0	1	3	10	0	0	16	0	0	0	0	106	17	216	15	14	18	3	13	0	0	0
Lactobacillus_salivarius_HO66_ATCC_11741	0	0	0	0	0	0	0	0	40	58	586	991	1091	1074	1094	912	616	61	651	0	1086	48	878	82	2	0	0	19	0	1	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mitsuokella_jalaludinii_DSM_13811	324	265	48	34	149	26	132	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	12	116	28	0	3	1	4	0	1	408	164	65	5	9	275	2	24	62	283	63	20	164	1	183	65	16	121	3	0	30	56	0	143	155	125	152	209	216	242	0	0	6	238	1	98	105	99
Mobiluncus_curtisii_ATCC_43063	21	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	156	1	8	0	3	8	7	0	0	0	2	7	0	0	24	0	18	0	0	0	0	0	0	17	0	54	5	85
Neisseria_cinerea_ATCC_14685	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Neisseria_flavescens_SK114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus_lactis_154	10	6	30	6	45	3	19	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	15	109	104	0	0	0	0	0	0	0	26	32	0	0	0	0	0	1	0	12	0	32	16	1	38	6	14	0	0	10	12	0	4	2	2	0	90	54	2	0	0	0	20	0	129	155	4
Peptoniphilus_harei_ACS_146_V_Sch2b	1	0	2	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	2	0	0	1	0	2	0	0	3	12	0	2	0	0	0	0	0	2	0	2	0	0	1	6	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	3	0	0	5	2
Peptoniphilus_lacrimalis_DSM_7455	0	0	0	63	1	0	81	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	58	1	62	0	0	0	0	0	0	0	0	4	0	90	0	0	0	19	0	0	0	0	0	12	66	86	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Peptostreptococcus_anaerobius_DSM_2949	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	19	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	4	8
Porphyromonas_uenonis_60_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_bivia_DSM_20514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prevotella_corporis_DSM_18810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_disiens_FB035_09AN	15	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	7	68	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	21
Prevotella_melaninogenica_ATCC_25845	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_oralis_ATCC_33269	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_timonensis_CRIS_5C_B1	25	41	72	28	166	52	2	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	122	72	247	0	7	0	0	0	0	0	0	25	0	161	0	0	0	11	196	356	12	116	67	8	66	58	8	0	0	10	1	0	0	45	0	14	71	101	0	0	0	1	54	0	9	7	15
Prevotella_veroralis_DSM_19559	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_lactaris_ATCC_29176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_arlettae_CVD059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_capitis_QN1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_caprae_C87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_epidermidis_ATCC_12228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_agalactiae_A909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_anginosus_1_2_62CV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_cristatus_ATCC_51100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantis_ATCC_700779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_lutetiensis_033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_mitis_NCTC_12261	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_mutans_ATCC_25175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_oralis_Uo5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_parasanguinis_ATCC_903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_salivarius_JIM8777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella_parvirubra_YIT_11816	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ureaplasma_parvum_serovar_1_str_ATCC_27813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella_atypica_ACS_049_V_Sch6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella_ratti_ACS_216_V_Col6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
