noiseLevel	SimRun	TimePoint	compound	Species	totFlux	cumulFlux
3	1	577	thr_L[env]	BcaccaeAGORA	-0.0000414905194510584	-0.00569720866803299
3	1	577	trp_L[env]	BcaccaeAGORA	0	0
3	1	577	ttdca[env]	BcaccaeAGORA	-0.000000667460025131102	-0.000091107745036001
3	1	577	tyr_L[env]	BcaccaeAGORA	0	0
3	1	577	ura[env]	BcaccaeAGORA	-0.00000673802363928757	-0.000919734690709278
3	1	577	val_L[env]	BcaccaeAGORA	0	0
3	1	577	zn2[env]	BcaccaeAGORA	-0.000000179196311890086	-0.0000244601493428268
3	1	577	26dap_M[env]	BhydrogenotrophicaAGORA	-0.00000587852505717062	-0.000679669334969315
3	1	577	3mop[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	4abut[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	ac[env]	BhydrogenotrophicaAGORA	0.00280346570529402	0.322049435722556
3	1	577	ala_L[env]	BhydrogenotrophicaAGORA	-0.0000494234470527434	-0.00571429075551088
3	1	577	amylopect900[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	amylose300[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	arg_L[env]	BhydrogenotrophicaAGORA	-0.0000183247805791686	-0.00211895136030534
3	1	577	asn_L[env]	BhydrogenotrophicaAGORA	-0.000160942811735523	-0.0182019008650335
3	1	577	asp_L[env]	BhydrogenotrophicaAGORA	-0.000162948448783517	-0.0186341668875572
3	1	577	but[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	ca2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	cgly[env]	BhydrogenotrophicaAGORA	-0.000321282953710705	-0.0340828957833809
3	1	577	cit[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	cl[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	co2[env]	BhydrogenotrophicaAGORA	0.000489792498397833	0.0537507749230561
3	1	577	cobalt2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	csn[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	cu2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	cys_L[env]	BhydrogenotrophicaAGORA	0.000314633805101877	0.0333141277048028
3	1	577	etoh[env]	BhydrogenotrophicaAGORA	-0.0000463509988090007	-0.00684797707742341
3	1	577	fe2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	fe3[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	fol[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	for[env]	BhydrogenotrophicaAGORA	0.00152261373195314	0.178722808612281
3	1	577	fru[env]	BhydrogenotrophicaAGORA	-0.00016342162938262	-0.018931555376373
3	1	577	gal[env]	BhydrogenotrophicaAGORA	-0.000211528283909544	-0.024200060766312
3	1	577	glc_D[env]	BhydrogenotrophicaAGORA	-0.000170921654515585	-0.0198003947195206
3	1	577	gln_L[env]	BhydrogenotrophicaAGORA	-0.000179520583467569	-0.0211882312920812
3	1	577	glu_L[env]	BhydrogenotrophicaAGORA	-0.000142362309208515	-0.0162886199130475
3	1	577	gly[env]	BhydrogenotrophicaAGORA	-0.000379298949901871	-0.0451808144748222
3	1	577	glyc[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	gua[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	h2[env]	BhydrogenotrophicaAGORA	0.000982452921651264	0.117128312082629
3	1	577	h2o[env]	BhydrogenotrophicaAGORA	-0.00213455174940997	-0.245478578501561
3	1	577	h2s[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	h[env]	BhydrogenotrophicaAGORA	0.0022098715472627	0.259701326936192
3	1	577	his_L[env]	BhydrogenotrophicaAGORA	-0.00000588786957016214	-0.000680749738449575
3	1	577	ile_L[env]	BhydrogenotrophicaAGORA	-0.0000179611710595566	-0.00207665308399563
3	1	577	indole[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	isobut[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	k[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	leu_L[env]	BhydrogenotrophicaAGORA	-0.0000278847895840917	-0.0032240121812972
3	1	577	lys_L[env]	BhydrogenotrophicaAGORA	-0.0000212031449545748	-0.00245148694449387
3	1	577	malttr[env]	BhydrogenotrophicaAGORA	-0.0000711602623317527	-0.00830257310941883
3	1	577	met_L[env]	BhydrogenotrophicaAGORA	-0.00000998969122387785	-0.00115499835837219
3	1	577	mg2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	mn2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	mqn7[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	nac[env]	BhydrogenotrophicaAGORA	-0.00000099285768375518	-0.000114793237261764
3	1	577	nh4[env]	BhydrogenotrophicaAGORA	0.00171112155146487	0.195120330643505
3	1	577	ocdca[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	orn[env]	BhydrogenotrophicaAGORA	-0.0000136944792428051	-0.0015830842383786
3	1	577	pac[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	phe_L[env]	BhydrogenotrophicaAGORA	-0.0000114778589506761	-0.00132705885983455
3	1	577	pheme[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	pi[env]	BhydrogenotrophicaAGORA	-0.0000744178452755166	-0.0086041187060283
3	1	577	pnto_R[env]	BhydrogenotrophicaAGORA	-0.000000992857683755097	-0.000114793237261758
3	1	577	ppa[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	pro_L[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	ptrc[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	pydx[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	pydxn[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	q8[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	ribflv[env]	BhydrogenotrophicaAGORA	-0.000000992857683755098	-0.000114793237261762
3	1	577	ser_L[env]	BhydrogenotrophicaAGORA	-0.000249764432980231	-0.0282011282640962
3	1	577	sheme[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	so4[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	succ[env]	BhydrogenotrophicaAGORA	0.000283456220973688	0.0330342549908935
3	1	577	sucr[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	thm[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	thr_L[env]	BhydrogenotrophicaAGORA	-0.0000963501582695098	-0.0111600875089192
3	1	577	trp_L[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	ttdca[env]	BhydrogenotrophicaAGORA	0	0
3	1	577	tyr_L[env]	BhydrogenotrophicaAGORA	-0.00000853401951776845	-0.000986695015135068
3	1	577	ura[env]	BhydrogenotrophicaAGORA	-0.0000186663958354512	-0.00215793238671371
3	1	577	val_L[env]	BhydrogenotrophicaAGORA	-0.0000261646363762644	-0.00302512974472696
3	1	577	zn2[env]	BhydrogenotrophicaAGORA	-0.000000496428841877549	-0.0000573966186308812
3	1	577	26dap_M[env]	BovatusAGORA	0	0
3	1	577	3mop[env]	BovatusAGORA	0	0
3	1	577	4abut[env]	BovatusAGORA	0	0
3	1	577	ac[env]	BovatusAGORA	0.012725106795903	1.04194340331651
3	1	577	ala_L[env]	BovatusAGORA	0	0
3	1	577	amylopect900[env]	BovatusAGORA	-0.00000342956945417172	-0.000288086170481654
3	1	577	amylose300[env]	BovatusAGORA	-0.0000101229366490769	-0.000850333574587209
3	1	577	arg_L[env]	BovatusAGORA	-0.00032356744812486	-0.0266859363927479
3	1	577	asn_L[env]	BovatusAGORA	-0.00200999987131426	-0.162114833192896
3	1	577	asp_L[env]	BovatusAGORA	0	0
3	1	577	but[env]	BovatusAGORA	0	0
3	1	577	ca2[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	cgly[env]	BovatusAGORA	0	0
3	1	577	cit[env]	BovatusAGORA	0	0
3	1	577	cl[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	co2[env]	BovatusAGORA	0.0176831043770337	1.45685537496322
3	1	577	cobalt2[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	csn[env]	BovatusAGORA	0	0
3	1	577	cu2[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	cys_L[env]	BovatusAGORA	0	0
3	1	577	etoh[env]	BovatusAGORA	0	0
3	1	577	fe2[env]	BovatusAGORA	-0.00000876562815897001	-0.000722937356178325
3	1	577	fe3[env]	BovatusAGORA	-0.00000876562815897001	-0.000722937356178325
3	1	577	fol[env]	BovatusAGORA	0	0
3	1	577	for[env]	BovatusAGORA	0.00005259376895382	0.00433762413706995
3	1	577	fru[env]	BovatusAGORA	-0.00204095759535268	-0.167020276790016
3	1	577	gal[env]	BovatusAGORA	-0.00264175714872058	-0.214482230594013
3	1	577	glc_D[env]	BovatusAGORA	-0.00213462471468253	-0.174685457209354
3	1	577	gln_L[env]	BovatusAGORA	0	0
3	1	577	glu_L[env]	BovatusAGORA	0	0
3	1	577	gly[env]	BovatusAGORA	-0.00473702945954012	-0.395216628784288
3	1	577	glyc[env]	BovatusAGORA	0	0
3	1	577	gua[env]	BovatusAGORA	0	0
3	1	577	h2[env]	BovatusAGORA	0	0
3	1	577	h2o[env]	BovatusAGORA	0.0138701985466236	1.14004860937578
3	1	577	h2s[env]	BovatusAGORA	-0.000117406482786704	-0.00968299484357689
3	1	577	h[env]	BovatusAGORA	0.0307118812527871	2.53176405944657
3	1	577	his_L[env]	BovatusAGORA	0	0
3	1	577	ile_L[env]	BovatusAGORA	0	0
3	1	577	indole[env]	BovatusAGORA	0.000832614667904441	0.0692191593008281
3	1	577	isobut[env]	BovatusAGORA	0	0
3	1	577	k[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	leu_L[env]	BovatusAGORA	-0.000492372070608982	-0.0406079469179686
3	1	577	lys_L[env]	BovatusAGORA	-0.000374391793534003	-0.0308776289027685
3	1	577	malttr[env]	BovatusAGORA	-0.000888713926314124	-0.0730171127684688
3	1	577	met_L[env]	BovatusAGORA	-0.000176391682562712	-0.0145477465312329
3	1	577	mg2[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	mn2[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	mqn7[env]	BovatusAGORA	0	0
3	1	577	nac[env]	BovatusAGORA	-0.0000175312563179401	-0.00144587471235666
3	1	577	nh4[env]	BovatusAGORA	0.00759294300785	0.621352692246815
3	1	577	ocdca[env]	BovatusAGORA	0	0
3	1	577	orn[env]	BovatusAGORA	0	0
3	1	577	pac[env]	BovatusAGORA	0.00102470476821355	0.0887998742931941
3	1	577	phe_L[env]	BovatusAGORA	-0.00122737358020725	-0.105514803613188
3	1	577	pheme[env]	BovatusAGORA	0	0
3	1	577	pi[env]	BovatusAGORA	-0.0013023231165596	-0.107407936282585
3	1	577	pnto_R[env]	BovatusAGORA	0	0
3	1	577	ppa[env]	BovatusAGORA	0.0251383717189216	2.07592543845277
3	1	577	pro_L[env]	BovatusAGORA	-0.000241808496720223	-0.019942939872653
3	1	577	ptrc[env]	BovatusAGORA	0	0
3	1	577	pydx[env]	BovatusAGORA	0.00127473463868663	0.105218714494411
3	1	577	pydxn[env]	BovatusAGORA	-0.0012835002668456	-0.10594165185059
3	1	577	q8[env]	BovatusAGORA	0	0
3	1	577	ribflv[env]	BovatusAGORA	0	0
3	1	577	ser_L[env]	BovatusAGORA	-0.00311928487352465	-0.251111818832891
3	1	577	sheme[env]	BovatusAGORA	0	0
3	1	577	so4[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	succ[env]	BovatusAGORA	-0.00010480732779961	-0.0113638657040076
3	1	577	sucr[env]	BovatusAGORA	-0.00156660329378249	-0.128117986785781
3	1	577	thm[env]	BovatusAGORA	0	0
3	1	577	thr_L[env]	BovatusAGORA	-0.00120330820391699	-0.0984652811255215
3	1	577	trp_L[env]	BovatusAGORA	-0.00089452541038969	-0.0743251925114112
3	1	577	ttdca[env]	BovatusAGORA	-0.0000326497031638947	-0.00269275511774466
3	1	577	tyr_L[env]	BovatusAGORA	0	0
3	1	577	ura[env]	BovatusAGORA	-0.000329599471804824	-0.0271834221601695
3	1	577	val_L[env]	BovatusAGORA	-0.000479529943826848	-0.0395488039774734
3	1	577	zn2[env]	BovatusAGORA	-0.00000876562815897	-0.000722937356178325
3	1	577	26dap_M[env]	BthetaiotaomicronAGORA	0	0
3	1	577	3mop[env]	BthetaiotaomicronAGORA	0	0
3	1	577	4abut[env]	BthetaiotaomicronAGORA	0.00145710385947921	0.121203004391613
3	1	577	ac[env]	BthetaiotaomicronAGORA	0.00418094451043491	0.35848578102437
3	1	577	ala_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	amylopect900[env]	BthetaiotaomicronAGORA	-0.0000028106750710851	-0.000242967799588917
3	1	577	amylose300[env]	BthetaiotaomicronAGORA	-0.00000829616838671246	-0.000717159304067287
3	1	577	arg_L[env]	BthetaiotaomicronAGORA	-0.00022055772491497	-0.0187108089953011
3	1	577	asn_L[env]	BthetaiotaomicronAGORA	-0.000179548471401189	-0.0152318272011606
3	1	577	asp_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	but[env]	BthetaiotaomicronAGORA	0	0
3	1	577	ca2[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	cgly[env]	BthetaiotaomicronAGORA	-0.0000763820815037412	-0.00647980268308871
3	1	577	cit[env]	BthetaiotaomicronAGORA	-0.00000553674094202841	-0.000469704256618968
3	1	577	cl[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	co2[env]	BthetaiotaomicronAGORA	0.0124145578301821	1.05205653595868
3	1	577	cobalt2[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	csn[env]	BthetaiotaomicronAGORA	0	0
3	1	577	cu2[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	cys_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	etoh[env]	BthetaiotaomicronAGORA	0	0
3	1	577	fe2[env]	BthetaiotaomicronAGORA	-0.00000553674094202841	-0.000469704256618968
3	1	577	fe3[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	fol[env]	BthetaiotaomicronAGORA	0	0
3	1	577	for[env]	BthetaiotaomicronAGORA	0.0000304520751811562	0.00258337341140432
3	1	577	fru[env]	BthetaiotaomicronAGORA	-0.00167264979206697	-0.140720035245129
3	1	577	gal[env]	BthetaiotaomicronAGORA	-0.00216503006018376	-0.180657267292063
3	1	577	glc_D[env]	BthetaiotaomicronAGORA	-0.00174941389928181	-0.14717819996321
3	1	577	gln_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	glu_L[env]	BthetaiotaomicronAGORA	-0.00145710385947921	-0.121203004391613
3	1	577	gly[env]	BthetaiotaomicronAGORA	0	0
3	1	577	glyc[env]	BthetaiotaomicronAGORA	0	0
3	1	577	gua[env]	BthetaiotaomicronAGORA	0	0
3	1	577	h2[env]	BthetaiotaomicronAGORA	0	0
3	1	577	h2o[env]	BthetaiotaomicronAGORA	0.0106738683502452	0.901946764457749
3	1	577	h2s[env]	BthetaiotaomicronAGORA	-0.000119794046349946	-0.010162616253374
3	1	577	h[env]	BthetaiotaomicronAGORA	0.0258488677689818	2.19241071242763
3	1	577	his_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	ile_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	indole[env]	BthetaiotaomicronAGORA	0.000690900742620441	0.0590786549624608
3	1	577	isobut[env]	BthetaiotaomicronAGORA	0	0
3	1	577	k[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	leu_L[env]	BthetaiotaomicronAGORA	-0.000411767951337606	-0.0349319503129379
3	1	577	lys_L[env]	BthetaiotaomicronAGORA	-0.000255192529386822	-0.0216490203470561
3	1	577	malttr[env]	BthetaiotaomicronAGORA	-0.00072833809356998	-0.0615300555769388
3	1	577	met_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	mg2[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	mn2[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	mqn7[env]	BthetaiotaomicronAGORA	0	0
3	1	577	nac[env]	BthetaiotaomicronAGORA	-0.0000055367409420287	-0.000469704256618942
3	1	577	nh4[env]	BthetaiotaomicronAGORA	0	0
3	1	577	ocdca[env]	BthetaiotaomicronAGORA	-0.0000761572324246323	-0.0064607278210609
3	1	577	orn[env]	BthetaiotaomicronAGORA	0	0
3	1	577	pac[env]	BthetaiotaomicronAGORA	0.000867737947461892	0.0774096277144895
3	1	577	phe_L[env]	BthetaiotaomicronAGORA	-0.00100588379121488	-0.0891291015935082
3	1	577	pheme[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	pi[env]	BthetaiotaomicronAGORA	-0.000726025159992272	-0.0615916676672045
3	1	577	pnto_R[env]	BthetaiotaomicronAGORA	0	0
3	1	577	ppa[env]	BthetaiotaomicronAGORA	0.0226918532719329	1.91934636244333
3	1	577	pro_L[env]	BthetaiotaomicronAGORA	-0.00258587204840585	-0.214850947412015
3	1	577	ptrc[env]	BthetaiotaomicronAGORA	0	0
3	1	577	pydx[env]	BthetaiotaomicronAGORA	0.00104911358713076	0.0890520279523714
3	1	577	pydxn[env]	BthetaiotaomicronAGORA	-0.00105188195760177	-0.0892868800806808
3	1	577	q8[env]	BthetaiotaomicronAGORA	-0.00000276837047101352	-0.000234852128309646
3	1	577	ribflv[env]	BthetaiotaomicronAGORA	0	0
3	1	577	ser_L[env]	BthetaiotaomicronAGORA	0.000725049276542456	0.0605522299949537
3	1	577	sheme[env]	BthetaiotaomicronAGORA	0	0
3	1	577	so4[env]	BthetaiotaomicronAGORA	-0.0000027683704710142	-0.000234852128309484
3	1	577	succ[env]	BthetaiotaomicronAGORA	-0.0000858939722463071	-0.00966784202354331
3	1	577	sucr[env]	BthetaiotaomicronAGORA	-0.00128389667652253	-0.10794087970739
3	1	577	thm[env]	BthetaiotaomicronAGORA	0	0
3	1	577	thr_L[env]	BthetaiotaomicronAGORA	-0.00098616121258827	-0.0829598926994888
3	1	577	trp_L[env]	BthetaiotaomicronAGORA	-0.00073310084692298	-0.0626586614731872
3	1	577	ttdca[env]	BthetaiotaomicronAGORA	-0.0000223606374456762	-0.00189694383373115
3	1	577	tyr_L[env]	BthetaiotaomicronAGORA	0	0
3	1	577	ura[env]	BthetaiotaomicronAGORA	-0.000185044980897651	-0.0156981184605976
3	1	577	val_L[env]	BthetaiotaomicronAGORA	-0.000320441675870281	-0.0271843708655157
3	1	577	zn2[env]	BthetaiotaomicronAGORA	-0.00000276837047101421	-0.000234852128309484
3	1	577	26dap_M[env]	CaerofaciensAGORA	-0.0000451688114034524	-0.00339906505528921
3	1	577	3mop[env]	CaerofaciensAGORA	0	0
3	1	577	4abut[env]	CaerofaciensAGORA	0	0
3	1	577	ac[env]	CaerofaciensAGORA	0.00170265068262615	0.170318837964721
3	1	577	ala_L[env]	CaerofaciensAGORA	-0.0000414333625160393	-0.0040836732654344
3	1	577	amylopect900[env]	CaerofaciensAGORA	0	0
3	1	577	amylose300[env]	CaerofaciensAGORA	0	0
3	1	577	arg_L[env]	CaerofaciensAGORA	-0.000581209173221352	-0.0556693830447715
3	1	577	asn_L[env]	CaerofaciensAGORA	-0.000247484166050426	-0.0244138308240575
3	1	577	asp_L[env]	CaerofaciensAGORA	-0.000250568264102834	-0.0249567792125295
3	1	577	but[env]	CaerofaciensAGORA	0	0
3	1	577	ca2[env]	CaerofaciensAGORA	-0.00000230376458425407	-0.000227059096131313
3	1	577	cgly[env]	CaerofaciensAGORA	0	0
3	1	577	cit[env]	CaerofaciensAGORA	0	0
3	1	577	cl[env]	CaerofaciensAGORA	-0.00000230376458425407	-0.000227059096131313
3	1	577	co2[env]	CaerofaciensAGORA	0.00105682263259153	0.101775633401482
3	1	577	cobalt2[env]	CaerofaciensAGORA	-0.00000230376458425407	-0.000227059096131313
3	1	577	csn[env]	CaerofaciensAGORA	0	0
3	1	577	cu2[env]	CaerofaciensAGORA	-0.00000230376458425407	-0.000227059096131313
3	1	577	cys_L[env]	CaerofaciensAGORA	-0.0000122230450057799	-0.00120470362725164
3	1	577	etoh[env]	CaerofaciensAGORA	0.00157471648737232	0.158391430216722
3	1	577	fe2[env]	CaerofaciensAGORA	-0.00000230376458425407	-0.000227059096131313
3	1	577	fe3[env]	CaerofaciensAGORA	-0.00000230376458425407	-0.000227059096131313
3	1	577	fol[env]	CaerofaciensAGORA	0	0
3	1	577	for[env]	CaerofaciensAGORA	0.00315853863657236	0.316682603761931
3	1	577	fru[env]	CaerofaciensAGORA	-0.000251295880979272	-0.0253064943817654
3	1	577	gal[env]	CaerofaciensAGORA	-0.000325270202346517	-0.0324024689464869
3	1	577	glc_D[env]	CaerofaciensAGORA	-0.000262828781674701	-0.0264679033372843
3	1	577	gln_L[env]	CaerofaciensAGORA	0	0
3	1	577	glu_L[env]	CaerofaciensAGORA	-0.000119078190477097	-0.0117363494879129
3	1	577	gly[env]	CaerofaciensAGORA	0.0000410109691413068	0.00435796330056313
3	1	577	glyc[env]	CaerofaciensAGORA	-0.000301205394419873	-0.0303373419300705
3	1	577	gua[env]	CaerofaciensAGORA	0	0
3	1	577	h2[env]	CaerofaciensAGORA	0	0
3	1	577	h2o[env]	CaerofaciensAGORA	-0.00230384763727316	-0.227043684141696
3	1	577	h2s[env]	CaerofaciensAGORA	0	0
3	1	577	h[env]	CaerofaciensAGORA	0.00163437255102431	0.16515669076933
3	1	577	his_L[env]	CaerofaciensAGORA	-0.0000109576081968401	-0.00107998214311519
3	1	577	ile_L[env]	CaerofaciensAGORA	-0.0000361602681198089	-0.00356395694736675
3	1	577	indole[env]	CaerofaciensAGORA	0	0
3	1	577	isobut[env]	CaerofaciensAGORA	0	0
